V1,V2,V3,V4,V5,V7,V8,V9,V10,intro1,consent,intro2,salience,multilat1,multilat2,abe,party,interest,screentime1_1,screentime1_2,screentime1_3,screentime1_4,screener_1,screener_2,screener_3,screener_4,screener_5,prompt,txhxs.time_1,txhxs.time_2,txhxs.time_3,txhxs.time_4,txhxs,txfxs.time_1,txfxs.time_2,txfxs.time_3,txfxs.time_4,txfxs,cxhxs.time_1,cxhxs.time_2,cxhxs.time_3,cxhxs.time_4,cxhxs,cxfxs.time_1,cxfxs.time_2,cxfxs.time_3,cxfxs.time_4,cxfxs,txhxe.time_1,txhxe.time_2,txhxe.time_3,txhxe.time_4,txhxe,txfxe.time_1,txfxe.time_2,txfxe.time_3,txfxe.time_4,txfxe,cxhxe.time_1,cxhxe.time_2,cxhxe.time_3,cxhxe.time_4,cxhxe,cxfxe.time_1,cxfxe.time_2,cxfxe.time_3,cxfxe.time_4,cxfxe,countryfav,policyfav,peoplefav,trumpfav,intro3,age,sex,area,education,income,comment
R_2BhtkGGjNE3f2zI,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:17:21,2017-04-28 11:22:27,1,1,1,1,5,1,2,2,1,4,22.354,31.909,33.767,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,73.333,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,1,4,1,3,5,2,
R_YPwSwHX0OP71iHn,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:17:59,2017-04-28 11:22:51,1,1,1,1,1,2,2,2,7,5,2.752,47.686,48.628,10,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.289,5.289,34.52,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,4,1,1,2,5,5,4,
R_3HoBfwFoiplnbXY,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:21:56,2017-04-28 11:26:09,1,1,1,1,1,1,1,2,7,4,1.864,25.592,26.976,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.643,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,5,1,2,1,3,5,7,
R_AhY2SbIbKEfzeCd,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:24:24,2017-04-28 11:27:34,1,1,1,1,1,1,2,2,7,5,21.662,25.173,26.104,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,4.826,4.826,17.219,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,1,1,2,1,5,4,
R_1mk5eUfEqwZV60P,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:23:39,2017-04-28 11:27:45,1,1,1,1,1,2,2,1,7,4,4.618,4.618,5.847,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.287,0,1,1,2,2,3,1,1,1,5,5,2,
R_1pJNOKweKjr5xs0,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:29:27,2017-04-28 11:35:28,1,1,1,1,2,1,3,1,7,4,14.758,34.326,39.108,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34.328,0,1,NA,NA,NA,NA,NA,2,2,1,3,1,5,2,3,4,2,現時点での、回答です。今後の動きによっては、変わるかもしれません。
R_DLXgQ5r9egwNuut,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:31:37,2017-04-28 11:35:47,1,1,1,1,1,2,4,1,1,5,16.68,19.428,25.318,2,1,NA,1,NA,NA,1,0,0,16.779,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,1,3,1,9,3,5,
R_3lst0BWSUXIGI5v,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:35:26,2017-04-28 11:38:02,1,1,1,1,6,2,2,3,1,1,25.376,28.64,31.582,2,1,NA,1,NA,NA,1,0,0,8.666,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,2,2,6,5,3,
R_CeTo70GZsXc2Bot,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:34:11,2017-04-28 11:38:04,1,1,1,1,2,2,2,5,7,4,22.717,36.143,37.598,6,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.724,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,5,1,4,1,4,5,4,
R_r8rJACK7PKKW2A1,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:37:16,2017-04-28 11:41:39,1,1,1,1,1,2,3,2,7,5,8.704,26.91,30.907,6,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38.305,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,2,2,1,2,2,
R_2Vx9rS3WG3nxpSd,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:42:33,2017-04-28 11:47:29,1,1,1,1,2,1,3,1,1,3,21.962,63.581,66.605,19,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.679,32.397,36.528,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,5,1,3,2,9,4,3,
R_1i2tSwqoGZ5sObX,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:43:17,2017-04-28 11:47:52,1,1,1,1,5,1,3,4,4,4,24.868,25.92,32.63,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.686,0,1,2,3,2,4,1,3,1,6,5,3,次回、別の調査があればまた参加したいと思います。
R_8AGoQkri3uuX64V,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:40:39,2017-04-28 11:50:36,1,1,1,1,1,2,2,5,7,4,33.778,37.241,112.341,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.252,34.456,50.166,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,1,2,1,2,2,2,参加させて頂きありがとうございました。
R_27ktmx7sAWVQFlv,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:49:20,2017-04-28 11:53:00,1,1,1,1,5,1,1,1,1,5,25.605,26.712,30.28,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,21.04,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,4,2,5,2,2,
R_1fm7axby1hi7922,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:50:18,2017-04-28 11:53:10,1,1,1,1,2,2,1,3,7,4,14.003,14.003,15.218,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.258,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,1,4,5,3,特になし
R_2QSW7cthKKmVGAU,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:48:19,2017-04-28 11:54:22,1,1,1,1,4,1,2,3,7,5,29.391,46.672,48.997,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.461,0,1,NA,NA,NA,NA,NA,2,3,3,3,1,3,2,6,2,2,日本の安倍総理が、トランプ大統領に常に押され気味のような気がしてしまう。
R_1EaIRQzQh20N0Na,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:51:10,2017-04-28 11:55:38,1,1,1,1,1,2,2,4,7,2,15.474,33.97,38.108,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,17.114,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,7,3,2,
R_1jUIgvHDwL0UZfA,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:54:45,2017-04-28 11:57:40,1,1,1,1,2,1,1,2,1,5,25.271,25.271,26.565,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.489,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,1,4,2,3,5,3,
R_2OIpIGajCLlvULy,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:54:21,2017-04-28 11:58:41,1,1,1,1,5,2,3,3,7,3,50.43,51.517,57.909,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.135,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,3,1,2,2,3,3,1,
R_3EnkgyZPWuFEELo,Default Response Set,Anonymous,NA,NA,0,2017-04-28 11:55:46,2017-04-28 12:00:11,1,1,1,1,1,2,1,3,1,5,38.489,38.489,42.137,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.952,0,1,1,2,2,3,1,3,1,6,2,3,
R_1mxsNhqx6xilChV,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:03:17,2017-04-28 12:06:32,1,1,1,1,4,2,1,2,7,5,20.92,20.92,23.006,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.232,0,1,NA,NA,NA,NA,NA,2,2,2,4,1,3,2,6,5,1,
R_3Pt44TW0tTTvnCp,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:05:40,2017-04-28 12:08:00,1,1,1,1,5,3,3,2,1,4,11.246,14.196,15.304,4,1,NA,NA,NA,NA,1,0,0,7.077,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,4,1,2,1,6,5,4,
R_3lYBg5CBoM4mxzV,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:01:33,2017-04-28 12:10:52,1,1,1,1,5,2,2,3,7,4,33.459,35.034,38.801,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,30.026,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,4,1,8,5,3,政治的感情と民族的感情の線引きがあやふやな感じがした
R_29dhOHCutlIxklK,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:09:08,2017-04-28 12:12:15,1,1,1,1,1,1,1,1,1,5,26.35,32.983,34.868,4,1,NA,1,NA,NA,1,0,0,8.525,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2,1,3,5,3,特にありません。
R_3h3mue0xP4HJ4R6,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:07:29,2017-04-28 12:12:45,1,1,1,1,5,1,2,1,1,4,16.308,44.683,45.628,7,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,17.03,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,4,2,7,4,2,
R_8pJazckEcMfiWkN,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:09:15,2017-04-28 12:13:53,1,1,1,1,5,4,2,1,7,4,9.735,22.407,23.324,10,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.475,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,3,1,3,5,4,
R_yxWWEEPtvJpqF9v,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:15:13,2017-04-28 12:18:21,1,1,1,1,2,1,2,3,7,4,15.052,23.405,27.62,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31.096,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,1,1,2,3,5,3,
R_2eRQCUDAp4YMklY,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:18:39,2017-04-28 12:21:22,1,1,1,1,5,1,2,4,7,4,1.989,35.951,40.51,9,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.839,3.839,13.748,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,3,2,5,5,3,
R_1P0Iw8cLDzVO4IX,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:10:57,2017-04-28 12:24:22,1,1,1,1,5,5,2,1,1,5,45.862,48.292,59.044,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.697,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,1,2,2,4,5,2,余談ですが、注意力確認のための質問内容を、別のものに変えて欲しいと思いました。朝日新聞は最も嫌いな新聞です。嘘でも選択したくないと感じてしまいました。
R_5hb9KO6K56psT5f,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:23:39,2017-04-28 12:25:33,1,1,1,1,5,2,1,2,7,5,15.41,17.181,20.144,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.671,5.345,16.774,2,1,1,2,1,3,1,2,1,4,5,3,
R_3r0QcX7RqphxHxg,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:20:30,2017-04-28 12:26:56,1,1,1,1,5,1,2,2,7,4,48.538,48.538,55.977,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.184,0,1,NA,NA,NA,NA,NA,3,4,3,4,1,5,2,3,3,4,
R_12GrRQi2S8mfezB,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:28:22,2017-04-28 12:33:40,1,1,1,1,5,1,1,1,1,5,22.529,31.179,32.536,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.863,14.765,30.167,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,1,3,1,3,2,2,
R_26hFrnhTCaLJqxl,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:32:04,2017-04-28 12:35:16,1,1,1,1,5,3,2,4,7,3,24.634,27.013,28.745,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.406,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,5,1,3,2,3,5,2,
R_3JmldQh0kcNenF6,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:32:11,2017-04-28 12:35:19,1,1,1,1,5,1,2,2,1,4,16.204,17.835,20.048,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,23.789,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,1,2,1,6,5,4,
R_2lfzRnn8mbCGKyJ,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:32:06,2017-04-28 12:36:10,1,1,1,1,5,1,1,3,7,4,11.996,36.148,36.882,5,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.894,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,1,2,1,9,2,3,
R_zSHQrRQTaqX85JD,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:35:56,2017-04-28 12:40:45,1,1,1,1,5,2,2,3,1,3,53.045,55.471,64.013,5,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.273,0,1,3,3,2,4,1,2,2,3,3,2,
R_2R4wBsoiHojjEtf,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:48:46,2017-04-28 12:51:46,1,1,1,1,5,2,2,1,1,5,6.277,26.617,27.644,5,1,NA,NA,NA,NA,1,6.352,8.604,11.946,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,1,1,1,5,5,3,
R_1gbHaw5CbWK88gL,Default Response Set,Anonymous,NA,NA,0,2017-04-28 12:52:55,2017-04-28 12:56:07,1,1,1,1,5,1,2,2,1,5,18.992,37.628,38.562,6,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.763,0,1,NA,NA,NA,NA,NA,3,3,3,5,1,2,2,2,5,3,
R_1ooFQlYr1rfLkgT,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:04:23,2017-04-28 13:06:34,1,1,1,1,5,1,2,4,2,4,10.321,10.671,11.184,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.701,5.786,22.486,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,5,1,1,2,3,5,7,
R_2azAA90k3anbxvR,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:07:12,2017-04-28 13:09:41,1,1,1,1,1,2,4,1,6,4,5.273,7.058,7.898,6,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.848,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,1,1,1,1,9,5,3,
R_9Xrt54xwKarBYvn,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:06:23,2017-04-28 13:12:33,1,1,1,1,1,3,2,3,7,4,29.068,30.568,50.052,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,113.539,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,2,1,6,1,1,
R_1NfscqHG7NncRos,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:01:46,2017-04-28 13:12:42,1,1,1,1,1,2,2,4,7,2,31.885,57.092,60.265,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.87,35.022,36.54,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,2,5,1,4,2,7,5,3,トランプ政権の誕生以来、どう転ぶか怖ろしくて日米関係に興味を持たずにいられません。それなのに注意力を試す問題で引っかかってしまいました。もっと集中してこの問題についての記事を読まないと、と反省いたしました。
R_2Uaa1bUwjHVlE98,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:09:39,2017-04-28 13:14:42,1,1,1,1,5,4,2,2,7,4,34.824,34.824,36.024,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,28.175,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,1,4,1,3,3,3,
R_2V3WWeSxV2ZcopY,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:14:30,2017-04-28 13:16:52,1,1,1,1,5,5,2,1,1,4,1.466,2.618,3.492,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.919,0,1,2,2,1,1,1,2,2,6,4,2,
R_1lhE5uBxjfiTBxL,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:14:56,2017-04-28 13:19:22,1,1,1,1,5,1,4,5,7,5,41.412,42.698,47.624,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.592,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,1,3,1,4,5,4,
R_XGsDX9gAZW5z1NT,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:21:19,2017-04-28 13:23:07,1,1,1,1,1,1,1,1,1,5,2.372,3.618,4.007,5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.171,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,6,5,7,
R_BYyptW7ByyP3eOB,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:22:27,2017-04-28 13:24:53,1,1,1,1,1,2,1,5,7,4,1.157,1.924,2.364,5,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.043,1.055,16.697,2,1,NA,NA,NA,NA,NA,4,4,2,2,1,2,2,9,5,2,
R_Qih7Koz6TKFzhDz,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:21:31,2017-04-28 13:25:50,1,1,1,1,2,1,2,3,7,4,11.317,44.234,45.31,12,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.962,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,2,2,6,5,7,
R_2wN7wqoE4PhzuOQ,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:20:26,2017-04-28 13:25:58,1,1,1,1,1,2,3,4,7,5,37.064,37.064,39.37,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.69,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,5,1,2,2,5,3,2,
R_6g5s6ka5v8E6kPn,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:15:09,2017-04-28 13:26:21,1,1,1,1,2,4,4,1,1,3,21.741,22.381,23.788,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.194,2.49,7.323,2,1,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,4,2,2,この調査は、トランプ大統領の日米関係に関する発言が、日本人の対米意識にどのような影響を与えているかを測定することを目的としたものと書いてありますが、対米意識に悪影響を与えているのは、日本のメディアであって、トランプ大統領の日米関係に関する発言が影響を与えているのではありません。
R_qWIZYdeTgvMHl2V,Default Response Set,Anonymous,NA,NA,0,2017-04-28 13:26:46,2017-04-28 13:28:43,1,1,1,1,5,1,1,3,1,4,13.642,16.168,17.704,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.693,4.493,6.623,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,2,2,6,3,3,
